WKT,nama,deskripsi
"POLYGON ((110.342442 -7.743873, 110.330769 -7.774149, 110.3314557 -7.7942184, 110.3259625 -7.7989805, 110.3235592 -7.8204092, 110.3311123 -7.8255111, 110.3554883 -7.8272117, 110.3620114 -7.8353746, 110.3877606 -7.8357148, 110.4066434 -7.8384357, 110.4107632 -7.8238105, 110.4090466 -7.8071439, 110.4097333 -7.7819728, 110.4289593 -7.7840137, 110.4313626 -7.7673456, 110.4004635 -7.7574805, 110.3915372 -7.7605421, 110.3781476 -7.7513572, 110.342442 -7.743873))",Poligon 1,
